,RF,KNN,Logistic Regression,Decision Tree,SVM,Histogram Gradient Boosting,Gradient Boosting,Ada Boost,Neural Network
0,0.8652745552977572,0.819953596287703,0.8563031709203403,0.8587780355761794,0.8447022428460944,0.8615622583139985,0.8612529002320186,0.851508120649652,0.8403712296983759
1,0.8696055684454757,0.8196442382057231,0.8631090487238979,0.8612529002320186,0.851508120649652,0.8699149265274555,0.868677494199536,0.8592420726991493,0.860015467904099
2,0.8709976798143851,0.8224284609435422,0.8696055684454757,0.8682134570765662,0.85707656612529,0.8731631863882444,0.8702242846094355,0.8638824439288476,0.8660479505027069
3,0.8555297757153906,0.8162412993039443,0.8507347254447022,0.8488785769528229,0.8470224284609436,0.8580046403712297,0.8535189481825213,0.8448569218870843,0.8471771075019335
4,0.8593967517401392,0.8218097447795824,0.8536736272235113,0.8527455529775715,0.8443928847641144,0.8580046403712297,0.8552204176334107,0.8530549110595514,0.8392884764114462
5,0.8576952822892498,0.814230471771075,0.8525908739365816,0.8496519721577727,0.8464037122969837,0.85707656612529,0.8592420726991493,0.8511987625676721,0.8549110595514308
6,0.8493426140757927,0.8044856921887085,0.8411446249033256,0.8411446249033256,0.8323279195668987,0.8510440835266821,0.8481051817478732,0.840061871616396,0.8352668213457076
7,0.8555074257425742,0.8169863861386139,0.8507116336633663,0.8528774752475248,0.8442141089108911,0.8533415841584159,0.8522586633663366,0.8449876237623762,0.8326113861386139
8,0.859065594059406,0.8247215346534653,0.8582920792079208,0.8559715346534653,0.8466893564356436,0.8599938118811881,0.8603032178217822,0.849319306930693,0.8551980198019802
9,0.8572091584158416,0.8247215346534653,0.8539603960396039,0.8533415841584159,0.8485457920792079,0.8548886138613861,0.8582920792079208,0.8508663366336634,0.8466893564356436
